ID,URL,Phrase,HasPhrase,Negated,HandsVisible,HandsFree,SpeakerName,Duplicated,ExtraMod,HandsMoving,WhichHand,HandConfig,HandSpecific,HorizontalMovement,HandGap,OfInterest,Comments
1820,http://archive.org/download/BLOOMBERG_20140321_220000_Bloomberg_West/BLOOMBERG_20140321_220000_Bloomberg_West.mp4?t=517/547&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
767,https://archive.org/download/CSPAN2_20200416_000000_Jeremy_Brown_Influenza/CSPAN2_20200416_000000_Jeremy_Brown_Influenza.mp4?t=3320/3390&ignore=x.mp4,tiny_number,yes,no,one,one,jeremy brown,no,no,yes,L,curved,front,NA,NA,no,NA
98,https://archive.org/download/DW_20191031_080000_DW_News/DW_20191031_080000_DW_News.mp4?t=447/517&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2518,http://archive.org/download/CNNW_20120824_000000_Anderson_Cooper_360/CNNW_20120824_000000_Anderson_Cooper_360.mp4?t=868/898&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2458,https://archive.org/download/BBCNEWS_20171227_123000_Great_Explorations/BBCNEWS_20171227_123000_Great_Explorations.mp4?t=86/156&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1205,http://archive.org/download/FOXNEWSW_20120106_180000_America_Live/FOXNEWSW_20120106_180000_America_Live.mp4?t=2324/2354&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
928,http://archive.org/download/CSPAN_20100107_120000_Washington_Journal/CSPAN_20100107_120000_Washington_Journal.mp4?t=8138/8168&ignore=x.mp4,tiny_number,yes,no,one,one/object,atul gawande,no,no,yes,R,closed,pinch,NA,NA,no,NA
1549,http://archive.org/download/CSPAN_20150327_030000_Key_Capitol_Hill_Hearings/CSPAN_20150327_030000_Key_Capitol_Hill_Hearings.mp4?t=5200/5230&ignore=x.mp4,tiny_number,yes,no,one,one,barack obama,no,no,yes,R,closed,ok,NA,NA,no,NA
1588,http://archive.org/download/KCSM_20140208_030000_France_24_News/KCSM_20140208_030000_France_24_News.mp4?t=2926/2956&ignore=x.mp4,huge_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1437,http://archive.org/download/CNBC_20121026_130000_Squawk_on_the_Street/CNBC_20121026_130000_Squawk_on_the_Street.mp4?t=1302/1332&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2398,https://archive.org/download/KQED_20170904_230000_Charlie_Rose/KQED_20170904_230000_Charlie_Rose.mp4?t=1000/1070&ignore=x.mp4,large_number,yes,no,both,both,jeff bezos,no,no,yes,R,open,in,NA,NA,no,NA
858,https://archive.org/download/RT_20171208_180000_News/RT_20171208_180000_News.mp4?t=206/276&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2832,https://archive.org/download/MSNBCW_20180127_173000_Velshi__Ruhle/MSNBCW_20180127_173000_Velshi__Ruhle.mp4?t=795/865&ignore=x.mp4,huge_number,yes,no,one,one,stephanie ruhle,no,no,yes,L,open,up,NA,NA,no,NA
2961,https://archive.org/download/KRON_20120228_040000_KRON_4_News_at_8/KRON_20120228_040000_KRON_4_News_at_8.mp4?t=387/457&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2265,https://archive.org/download/KGO_20160521_080700_ABC7_News_1100PM/KGO_20160521_080700_ABC7_News_1100PM.mp4?t=568/638&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
167,https://archive.org/download/CNNW_20180605_210000_Situation_Room_With_Wolf_Blitzer/CNNW_20180605_210000_Situation_Room_With_Wolf_Blitzer.mp4?t=2765/2835&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1076,https://archive.org/download/RT_20121229_050000/RT_20121229_050000.mp4?t=1257/1327&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1250,https://archive.org/download/DW_20190120_171500_World_Stories_-_The_Week_in_Reports/DW_20190120_171500_World_Stories_-_The_Week_in_Reports.mp4?t=431/501&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
853,https://archive.org/download/BBCNEWS_20190511_000000_BBC_News/BBCNEWS_20190511_000000_BBC_News.mp4?t=752/822&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1643,http://archive.org/download/CSPAN_20120406_180000_Politics__Public_Policy_Today/CSPAN_20120406_180000_Politics__Public_Policy_Today.mp4?t=4479/4509&ignore=x.mp4,tiny_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1021,http://archive.org/download/CSPAN2_20101104_030000_Capital_News_Today/CSPAN2_20101104_030000_Capital_News_Today.mp4?t=6145/6175&ignore=x.mp4,huge_number,yes,no,both,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
601,http://archive.org/download/MSNBCW_20150509_000000_All_In_With_Chris_Hayes/MSNBCW_20150509_000000_All_In_With_Chris_Hayes.mp4?t=2543/2573&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1598,http://archive.org/download/WMPT_20100115_230000_PBS_NewsHour/WMPT_20100115_230000_PBS_NewsHour.mp4?t=1320/1350&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
787,https://archive.org/download/CNBC_20141028_180000_Street_Signs/CNBC_20141028_180000_Street_Signs.mp4?t=1704/1774&ignore=x.mp4,tiny_number,yes,no,both,one,julia boorstin,no,no,yes,R,closed,pinch,NA,NA,yes,NA
59,https://archive.org/download/CNNW_20180812_190000_CNN_Newsroom_With_Fredricka_Whitfield/CNNW_20180812_190000_CNN_Newsroom_With_Fredricka_Whitfield.mp4?t=1495/1565&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2878,https://archive.org/download/ALJAZAM_20150821_080000_News/ALJAZAM_20150821_080000_News.mp4?t=352/422&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
684,https://archive.org/download/KPIX_20190531_003000_KPIX_5_News_at_530PM/KPIX_20190531_003000_KPIX_5_News_at_530PM.mp4?t=1048/1118&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
945,https://archive.org/download/CNN_20120612_060000_Erin_Burnett_OutFront/CNN_20120612_060000_Erin_Burnett_OutFront.mp4?t=779/849&ignore=x.mp4,small_number,yes,no,one,one,roland martin,no,no,yes,L,open,in,NA,NA,no,NA
3094,https://archive.org/download/SFGTV_20150103_083000/SFGTV_20150103_083000.mp4?t=635/705&ignore=x.mp4,small_number,yes,no,one,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1841,https://archive.org/download/CSPAN_20140825_092000_Current_and_Emerging_Threats/CSPAN_20140825_092000_Current_and_Emerging_Threats.mp4?t=727/797&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
992,http://archive.org/download/CNBC_20140127_090000_Worldwide_Exchange/CNBC_20140127_090000_Worldwide_Exchange.mp4?t=2381/2411&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2826,https://archive.org/download/RT_20140725_142900_Boom_Bust/RT_20140725_142900_Boom_Bust.mp4?t=587/657&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2391,https://archive.org/download/CNN_20120819_050000_CNN_Newsroom/CNN_20120819_050000_CNN_Newsroom.mp4?t=2030/2100&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1445,https://archive.org/download/RT_20180912_063000_Watching_the_Hawks/RT_20180912_063000_Watching_the_Hawks.mp4?t=1335/1405&ignore=x.mp4,large_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1415,https://archive.org/download/CSPAN2_20180206_090400_University_of_Chicago_-_Nuclear_Weapons/CSPAN2_20180206_090400_University_of_Chicago_-_Nuclear_Weapons.mp4?t=3413/3483&ignore=x.mp4,tiny_number,yes,no,both,both,robert pape,no,no,yes,both,curved,in,neither,head_less,yes,seems more closed than other power grip gestures
338,https://archive.org/download/KCRG_20160228_120000_KCRG_TV9_Sunday_Morning_News/KCRG_20160228_120000_KCRG_TV9_Sunday_Morning_News.mp4?t=97/167&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2617,https://archive.org/download/WPVI_20170811_030000_Action_News_11pm/WPVI_20170811_030000_Action_News_11pm.mp4?t=430/500&ignore=x.mp4,large_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
1120,http://archive.org/download/KRON_20101124_013000_KRON_4_Evening_News/KRON_20101124_013000_KRON_4_Evening_News.mp4?t=3892/3922&ignore=x.mp4,tiny_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
645,https://archive.org/download/ALJAZAM_20151016_190000_News/ALJAZAM_20151016_190000_News.mp4?t=1418/1488&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2676,https://archive.org/download/DW_20180225_203000_Euromaxx_-_Highlights_of_the_Week/DW_20180225_203000_Euromaxx_-_Highlights_of_the_Week.mp4?t=345/415&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1000,https://archive.org/download/WJLA_20170713_160000_ABC7_News_at_Noon/WJLA_20170713_160000_ABC7_News_at_Noon.mp4?t=82/152&ignore=x.mp4,huge_number,yes,no,one,one,doug hill,no,no,no,NA,NA,NA,NA,NA,no,NA
2419,https://archive.org/download/SFGTV_20150709_230000/SFGTV_20150709_230000.mp4?t=292/362&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2490,https://archive.org/download/CSPAN3_20150217_213000_Politics__Public_Policy_Today/CSPAN3_20150217_213000_Politics__Public_Policy_Today.mp4?t=2871/2941&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1475,https://archive.org/download/CSPAN_20101115_150000_Today_in_Washington/CSPAN_20101115_150000_Today_in_Washington.mp4?t=4694/4764&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
1532,https://archive.org/download/KCSMMHZ_20120717_003000_Journal/KCSMMHZ_20120717_003000_Journal.mp4?t=1113/1183&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2447,https://archive.org/download/SFGTV_20101017_233000/SFGTV_20101017_233000.mp4?t=81/151&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
749,https://archive.org/download/SFGTV_20110427_060000/SFGTV_20110427_060000.mp4?t=436/506&ignore=x.mp4,small_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2235,https://archive.org/download/WUSA_20101217_230000_9News_Now_at_6pm/WUSA_20101217_230000_9News_Now_at_6pm.mp4?t=1006/1076&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3005,https://archive.org/download/KCSM_20140117_023000_South_Asia_Newsline/KCSM_20140117_023000_South_Asia_Newsline.mp4?t=1555/1625&ignore=x.mp4,small_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
500,http://archive.org/download/CNNW_20141019_210000_CNN_Newsroom/CNNW_20141019_210000_CNN_Newsroom.mp4?t=2158/2188&ignore=x.mp4,tiny_number,yes,no,one,one,alexander van tulleken,no,no,yes,L,open,in,NA,NA,no,NA
3173,https://archive.org/download/FOXNEWSW_20121125_040000_The_Journal_Editorial_Report/FOXNEWSW_20121125_040000_The_Journal_Editorial_Report.mp4?t=372/442&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
688,https://archive.org/download/MSNBCW_20141005_110000_Lockup_Raw/MSNBCW_20141005_110000_Lockup_Raw.mp4?t=748/818&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2439,https://archive.org/download/CSPAN2_20140808_042700_Book_Discussion_on_Falling_in_Love_With_America_Again/CSPAN2_20140808_042700_Book_Discussion_on_Falling_in_Love_With_America_Again.mp4?t=459/529&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
1625,http://archive.org/download/WMAR_20110907_063500_ABC_World_News_Now/WMAR_20110907_063500_ABC_World_News_Now.mp4?t=173/203&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3142,http://archive.org/download/CSPAN_20140224_150000_Key_Capitol_Hill_Hearings/CSPAN_20140224_150000_Key_Capitol_Hill_Hearings.mp4?t=5857/5887&ignore=x.mp4,huge_number,yes,no,both,both,major general h.r. mccaster,no,no,yes,both,open,in,out,torso_more,no,NA
1994,https://archive.org/download/MSNBCW_20130115_170000_NOW_With_Alex_Wagner/MSNBCW_20130115_170000_NOW_With_Alex_Wagner.mp4?t=1256/1326&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
2545,https://archive.org/download/KQED_20110401_190000_Charlie_Rose/KQED_20110401_190000_Charlie_Rose.mp4?t=735/805&ignore=x.mp4,large_number,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2954,https://archive.org/download/WJLA_20160108_230000_ABC7_News_at_6/WJLA_20160108_230000_ABC7_News_at_6.mp4?t=713/783&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2254,https://archive.org/download/LINKTV_20180205_230000_Democracy_Now/LINKTV_20180205_230000_Democracy_Now.mp4?t=2405/2475&ignore=x.mp4,tiny_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2272,https://archive.org/download/ALJAZAM_20150213_043000_Inside_Story/ALJAZAM_20150213_043000_Inside_Story.mp4?t=397/467&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2937,https://archive.org/download/RT_20110608_103000/RT_20110608_103000.mp4?t=377/447&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1478,https://archive.org/download/CSPAN2_20121216_180000_Book_TV/CSPAN2_20121216_180000_Book_TV.mp4?t=1448/1518&ignore=x.mp4,large_number,yes,no,one,one,steven hahn,no,no,yes,L,open,back,NA,NA,no,NA
2234,https://archive.org/download/RT_20120518_073000/RT_20120518_073000.mp4?t=1061/1131&ignore=x.mp4,small_number,yes,no,one,one,peter lavelle,no,no,yes,L,open,up,NA,NA,no,NA
1508,https://archive.org/download/LINKTV_20180120_200000_Earth_Focus/LINKTV_20180120_200000_Earth_Focus.mp4?t=883/953&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
329,http://archive.org/download/MSNBCW_20121128_110000_Morning_Joe/MSNBCW_20121128_110000_Morning_Joe.mp4?t=4731/4761&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2394,https://archive.org/download/ALJAZAM_20150316_143000_Talk_to_Al_Jazeera/ALJAZAM_20150316_143000_Talk_to_Al_Jazeera.mp4?t=824/894&ignore=x.mp4,huge_number,yes,no,both,both,sheryl wudunn,no,no,yes,both,open,up,neither,torso_less,yes,NA
1757,https://archive.org/download/SFGTV_20190407_160000_Government_Access_Programming/SFGTV_20190407_160000_Government_Access_Programming.mp4?t=2404/2474&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1807,http://archive.org/download/FBC_20140707_230000_Lou_Dobbs_Tonight/FBC_20140707_230000_Lou_Dobbs_Tonight.mp4?t=208/238&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2831,https://archive.org/download/CNNW_20160518_040000_CNN_Tonight_With_Don_Lemon/CNNW_20160518_040000_CNN_Tonight_With_Don_Lemon.mp4?t=1475/1545&ignore=x.mp4,small_number,yes,no,one,one,bakari sellers,no,no,yes,R,closed,lobster_claw,NA,NA,no,NA
1610,https://archive.org/download/BBCNEWS_20170302_090000_Victoria_Derbyshire/BBCNEWS_20170302_090000_Victoria_Derbyshire.mp4?t=87/157&ignore=x.mp4,small_number,yes,no,both,both,victoria derbyshire,no,no,no,NA,NA,NA,NA,NA,no,NA
1048,https://archive.org/download/CNN_20120421_050000_Anderson_Cooper_360/CNN_20120421_050000_Anderson_Cooper_360.mp4?t=1802/1872&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
683,https://archive.org/download/DW_20180904_170000_DW_News_-_News/DW_20180904_170000_DW_News_-_News.mp4?t=159/229&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
393,https://archive.org/download/RT_20191207_143000_Boom_Bust/RT_20191207_143000_Boom_Bust.mp4?t=1479/1549&ignore=x.mp4,small_number,yes,no,both,one,christy ai,no,no,no,NA,NA,NA,NA,NA,no,NA
1371,https://archive.org/download/DW_20190904_033000_Eco_Africa/DW_20190904_033000_Eco_Africa.mp4?t=960/1030&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1299,https://archive.org/download/KNTV_20180915_140000_Today_in_the_Bay/KNTV_20180915_140000_Today_in_the_Bay.mp4?t=1533/1603&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1409,http://archive.org/download/BLOOMBERG_20140613_080000_The_Pulse/BLOOMBERG_20140613_080000_The_Pulse.mp4?t=6151/6181&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2752,https://archive.org/download/BLOOMBERG_20150923_210000_With_All_Due_Respect/BLOOMBERG_20150923_210000_With_All_Due_Respect.mp4?t=1276/1346&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3148,https://archive.org/download/CSPAN_20090731_030000_Capital_News_Today/CSPAN_20090731_030000_Capital_News_Today.mp4?t=9354/9424&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
1868,https://archive.org/download/ALJAZAM_20150622_170000_News/ALJAZAM_20150622_170000_News.mp4?t=477/547&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
390,http://archive.org/download/WETA_20100718_180500_The_Miller_Center_National_Debates/WETA_20100718_180500_The_Miller_Center_National_Debates.mp4?t=2180/2210&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2484,https://archive.org/download/CSPAN_20100403_010000/CSPAN_20100403_010000.mp4?t=737/807&ignore=x.mp4,huge_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1534,https://archive.org/download/DW_20191031_003000_Conflict_Zone/DW_20191031_003000_Conflict_Zone.mp4?t=701/771&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
449,https://archive.org/download/SFGTV2_20110519_130000/SFGTV2_20110519_130000.mp4?t=826/896&ignore=x.mp4,large_number,yes,no,both,one,NA,no,no,yes,R,open,front,NA,NA,yes,NA
193,https://archive.org/download/CNNW_20120818_230000_CNN_Newsroom/CNNW_20120818_230000_CNN_Newsroom.mp4?t=1983/2053&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
89,http://archive.org/download/FOXNEWSW_20140922_020000_Stossel/FOXNEWSW_20140922_020000_Stossel.mp4?t=364/394&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2817,https://archive.org/download/KQEH_20130615_203000_Equal_Time/KQEH_20130615_203000_Equal_Time.mp4?t=715/785&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1370,https://archive.org/download/CSPAN3_20151003_174000_President_Franklin_Roosevelt_and_Greenland/CSPAN3_20151003_174000_President_Franklin_Roosevelt_and_Greenland.mp4?t=736/806&ignore=x.mp4,small_number,yes,no,both,both,dawn berry,no,no,no,NA,NA,NA,NA,NA,no,NA
2258,http://archive.org/download/CSPAN_20100925_060000_Today_in_Washington/CSPAN_20100925_060000_Today_in_Washington.mp4?t=7361/7391&ignore=x.mp4,huge_number,yes,no,one,one,howard berman,no,no,yes,L,closed,fist,NA,NA,no,NA
2035,http://archive.org/download/CSPAN_20090811_140000_U.S._House_of_Representatives/CSPAN_20090811_140000_U.S._House_of_Representatives.mp4?t=685/715&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2965,https://archive.org/download/KPIX_20160612_120000_Mosaic/KPIX_20160612_120000_Mosaic.mp4?t=781/851&ignore=x.mp4,small_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3180,https://archive.org/download/CSPAN3_20200513_012700_American_Artifacts_National_Museum_of_the_American_Indian_Trail_of_Tears.../CSPAN3_20200513_012700_American_Artifacts_National_Museum_of_the_American_Indian_Trail_of_Tears....mp4?t=490/560&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
126,http://archive.org/download/WHUT_20111018_223000_BBC_World_News_America/WHUT_20111018_223000_BBC_World_News_America.mp4?t=1172/1202&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
96,https://archive.org/download/WHUT_20121011_110000_BBC_World_News/WHUT_20121011_110000_BBC_World_News.mp4?t=921/991&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1635,https://archive.org/download/CSPAN2_20170810_210400_Future_of_Law_Schools/CSPAN2_20170810_210400_Future_of_Law_Schools.mp4?t=591/661&ignore=x.mp4,small_number,yes,no,both,both,randall shepard,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
2768,https://archive.org/download/DW_20191004_230000_DW_News/DW_20191004_230000_DW_News.mp4?t=614/684&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1867,http://archive.org/download/CSPAN_20110922_000000_Capitol_Hill_Hearings/CSPAN_20110922_000000_Capitol_Hill_Hearings.mp4?t=7880/7910&ignore=x.mp4,tiny_number,yes,no,one,one,eric schmidt,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
780,https://archive.org/download/BBCNEWS_20171008_040000_BBC_News/BBCNEWS_20171008_040000_BBC_News.mp4?t=1138/1208&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
567,https://archive.org/download/KQED_20200414_003000_BBC_World_News_America/KQED_20200414_003000_BBC_World_News_America.mp4?t=899/969&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
712,https://archive.org/download/BLOOMBERG_20170928_160000_Bloomberg_Markets_Americas/BLOOMBERG_20170928_160000_Bloomberg_Markets_Americas.mp4?t=2753/2823&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2112,https://archive.org/download/WETA_20130914_220000_PBS_NewsHour_Weekend/WETA_20130914_220000_PBS_NewsHour_Weekend.mp4?t=285/355&ignore=x.mp4,small_number,yes,no,both,both,stephanie rawlings-blake,no,no,yes,both,open,back,neither,head_less,no,NA
2208,https://archive.org/download/DW_20190917_213000_DW_News/DW_20190917_213000_DW_News.mp4?t=238/308&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2750,https://archive.org/download/BBCNEWS_20200224_230000_BBC_News/BBCNEWS_20200224_230000_BBC_News.mp4?t=1621/1691&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2149,https://archive.org/download/RT_20120902_033000/RT_20120902_033000.mp4?t=1587/1657&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2299,https://archive.org/download/KQED_20130713_080000_Nightly_Business_Report/KQED_20130713_080000_Nightly_Business_Report.mp4?t=1386/1456&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
493,http://archive.org/download/FOXNEWSW_20140220_140000_Americas_Newsroom/FOXNEWSW_20140220_140000_Americas_Newsroom.mp4?t=3771/3801&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1123,https://archive.org/download/BBCNEWS_20181230_010000_BBC_News/BBCNEWS_20181230_010000_BBC_News.mp4?t=517/587&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
