ID,URL,Phrase,HasPhrase,Negated,HandsVisible,HandsFree,SpeakerName,Duplicated,ExtraMod,HandsMoving,WhichHand,HandConfig,HandSpecific,HorizontalMovement,HandGap,OfInterest,Comments
628,https://archive.org/download/MSNBCW_20160317_010000_The_Rachel_Maddow_Show/MSNBCW_20160317_010000_The_Rachel_Maddow_Show.mp4?t=131/201&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2692,https://archive.org/download/BBCNEWS_20200224_200000_BBC_News/BBCNEWS_20200224_200000_BBC_News.mp4?t=1593/1663&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1487,https://archive.org/download/CNNW_20161116_030000_CNN_Tonight_With_Don_Lemon/CNNW_20161116_030000_CNN_Tonight_With_Don_Lemon.mp4?t=2651/2721&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
426,https://archive.org/download/RT_20120726_053000/RT_20120726_053000.mp4?t=670/740&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1981,http://archive.org/download/CSPAN_20100505_030000_Capital_News_Today/CSPAN_20100505_030000_Capital_News_Today.mp4?t=6571/6601&ignore=x.mp4,tiny_number,yes,no,both,both,timothy geithner,no,no,yes,L,closed,pinch,NA,NA,no,NA
2916,https://archive.org/download/RT_20120523_213000/RT_20120523_213000.mp4?t=378/448&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2720,http://archive.org/download/ALJAZAM_20131105_073000_The_Stream/ALJAZAM_20131105_073000_The_Stream.mp4?t=619/649&ignore=x.mp4,huge_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1565,https://archive.org/download/CSPAN2_20140603_000000_The_Communicators/CSPAN2_20140603_000000_The_Communicators.mp4?t=1601/1671&ignore=x.mp4,large_number,yes,no,one,one,paul kirby,no,no,yes,L,open,back,NA,NA,no,NA
1211,https://archive.org/download/ALJAZAM_20150428_150000_News/ALJAZAM_20150428_150000_News.mp4?t=1082/1152&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
463,https://archive.org/download/KTVU_20140908_060000_Second_Look/KTVU_20140908_060000_Second_Look.mp4?t=424/494&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
86,http://archive.org/download/LINKTV_20130723_150000_Democracy_Now/LINKTV_20130723_150000_Democracy_Now.mp4?t=2220/2250&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2437,https://archive.org/download/RT_20120615_000000/RT_20120615_000000.mp4?t=551/621&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1577,https://archive.org/download/WBAL_20100119_233000_NBC_Nightly_News/WBAL_20100119_233000_NBC_Nightly_News.mp4?t=1242/1312&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1197,https://archive.org/download/CNNW_20120819_050000_CNN_Newsroom/CNNW_20120819_050000_CNN_Newsroom.mp4?t=2037/2107&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
73,https://archive.org/download/RT_20121011_160000/RT_20121011_160000.mp4?t=783/853&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1109,https://archive.org/download/RT_20121018_023000/RT_20121018_023000.mp4?t=739/809&ignore=x.mp4,tiny_number,yes,no,both,both,thom hartmann,no,no,yes,both,open,in,in,head_less,no,might occur just before phrase. there is outward movement but looks like prep for gesture
2580,https://archive.org/download/RT_20200325_090000_News/RT_20200325_090000_News.mp4?t=194/264&ignore=x.mp4,huge_number,yes,no,both,one,kevin owen,no,no,no,NA,NA,NA,NA,NA,no,NA
1967,https://archive.org/download/KPIX_20110507_010000_CBS_5_Eyewitness_News_at_6PM/KPIX_20110507_010000_CBS_5_Eyewitness_News_at_6PM.mp4?t=876/946&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
17,http://archive.org/download/KQED_20140124_080000_Charlie_Rose/KQED_20140124_080000_Charlie_Rose.mp4?t=57/87&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
411,https://archive.org/download/CSPAN_20131227_120000_Washington_Journal/CSPAN_20131227_120000_Washington_Journal.mp4?t=6136/6206&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1447,https://archive.org/download/WMAR_20101129_103000_News/WMAR_20101129_103000_News.mp4?t=748/818&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1130,https://archive.org/download/KQED_20191227_020000_PBS_NewsHour/KQED_20191227_020000_PBS_NewsHour.mp4?t=38/108&ignore=x.mp4,large_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
450,https://archive.org/download/DW_20200515_190000_DW_News/DW_20200515_190000_DW_News.mp4?t=407/477&ignore=x.mp4,huge_number,yes,no,one,one/object,alex forrest whiting,no,no,no,NA,NA,NA,NA,NA,no,NA
2887,https://archive.org/download/KQEH_20110122_083000_BBC_World_News/KQEH_20110122_083000_BBC_World_News.mp4?t=1265/1335&ignore=x.mp4,large_number,yes,no,both,both,naga munchetty,no,no,no,NA,NA,NA,NA,NA,no,NA
2276,https://archive.org/download/SFGTV_20190719_210000_Government_Access_Programming/SFGTV_20190719_210000_Government_Access_Programming.mp4?t=931/1001&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2706,http://archive.org/download/CSPAN_20150130_120000_Washington_Journal/CSPAN_20150130_120000_Washington_Journal.mp4?t=5397/5427&ignore=x.mp4,tiny_number,yes,no,one,one,robert scott,no,no,yes,R,closed,lobster_claw,NA,NA,no,NA
324,http://archive.org/download/SFGTV_20110506_140000/SFGTV_20110506_140000.mp4?t=1562/1592&ignore=x.mp4,tiny_number,yes,no,both,one,NA,no,no,yes,L,open,in,NA,NA,no,could be 'down'
3008,https://archive.org/download/LINKTV_20140612_083000_Earth_Focus/LINKTV_20140612_083000_Earth_Focus.mp4?t=570/640&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2818,https://archive.org/download/WCVB_20151019_080000_America_This_Morning/WCVB_20151019_080000_America_This_Morning.mp4?t=635/705&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1038,https://archive.org/download/KQEH_20160223_023000_Nightly_Business_Report/KQEH_20160223_023000_Nightly_Business_Report.mp4?t=1548/1618&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2382,https://archive.org/download/CNNW_20170220_120000_New_Day/CNNW_20170220_120000_New_Day.mp4?t=75/145&ignore=x.mp4,large_number,yes,no,both,both,donald trump,no,no,yes,both,open,in,neither,torso_more,no,NA
3041,https://archive.org/download/BLOOMBERG_20180719_180000_Bloomberg_Markets_Americas/BLOOMBERG_20180719_180000_Bloomberg_Markets_Americas.mp4?t=1112/1182&ignore=x.mp4,tiny_number,yes,no,both,both,leland miller,no,no,yes,both,closed,lobster_claw,neither,torso_less,yes,could be torso_more
1674,https://archive.org/download/KPNX_20160914_003000_NBC_Nightly_News_With_Lester_Holt/KPNX_20160914_003000_NBC_Nightly_News_With_Lester_Holt.mp4?t=1381/1451&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2906,https://archive.org/download/DW_20200317_070000_DW_News/DW_20200317_070000_DW_News.mp4?t=537/607&ignore=x.mp4,large_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
810,http://archive.org/download/CNNW_20120702_020000_CNN_Newsroom/CNNW_20120702_020000_CNN_Newsroom.mp4?t=258/288&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
937,http://archive.org/download/CSPAN2_20100505_130000_U.S._Senate/CSPAN2_20100505_130000_U.S._Senate.mp4?t=6955/6985&ignore=x.mp4,tiny_number,yes,no,both,both,bob casey,no,yes,NA,NA,NA,NA,NA,NA,no,NA
1113,https://archive.org/download/BBCNEWS_20200305_090000_BBC_News_at_9/BBCNEWS_20200305_090000_BBC_News_at_9.mp4?t=1639/1709&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
986,https://archive.org/download/KGO_20130309_010000_ABC7_News_500PM/KGO_20130309_010000_ABC7_News_500PM.mp4?t=125/195&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
756,https://archive.org/download/KTVU_20120208_020000_KTVU_6_OClock_News/KTVU_20120208_020000_KTVU_6_OClock_News.mp4?t=37/107&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
34,http://archive.org/download/FOXNEWS_20120410_230000_The_FOX_Report_With_Shepard_Smith/FOXNEWS_20120410_230000_The_FOX_Report_With_Shepard_Smith.mp4?t=291/321&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1657,http://archive.org/download/CSPAN2_20120326_210000_U.S._Senate/CSPAN2_20120326_210000_U.S._Senate.mp4?t=10769/10799&ignore=x.mp4,tiny_number,yes,no,one,one,edward miliband,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
660,https://archive.org/download/RT_20121127_130000/RT_20121127_130000.mp4?t=1128/1198&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2036,https://archive.org/download/RT_20100824_080215/RT_20100824_080215.mp4?t=219/289&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3049,https://archive.org/download/DW_20191221_011500_DW_News/DW_20191221_011500_DW_News.mp4?t=423/493&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2006,https://archive.org/download/BBCNEWS_20170113_140000_BBC_News/BBCNEWS_20170113_140000_BBC_News.mp4?t=774/844&ignore=x.mp4,large_number,yes,no,both,both/oneobject,jane hill,no,no,no,NA,NA,NA,NA,NA,no,NA
2467,https://archive.org/download/MSNBCW_20130318_200000_Martin_Bashir/MSNBCW_20130318_200000_Martin_Bashir.mp4?t=3235/3305&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
1739,http://archive.org/download/CSPAN2_20090722_130000_U.S._Senate/CSPAN2_20090722_130000_U.S._Senate.mp4?t=4930/4960&ignore=x.mp4,tiny_number,yes,no,both,both,david vitter,no,no,yes,both,closed,bunch,neither,head_less,no,NA
2283,http://archive.org/download/WUSA_20140216_113000_McLaughlin_Group/WUSA_20140216_113000_McLaughlin_Group.mp4?t=987/1017&ignore=x.mp4,tiny_number,yes,no,both,both,guy taylor,no,no,yes,R,closed,lobster_claw,NA,NA,no,NA
2966,https://archive.org/download/ALJAZ_20200413_170000_NEWS_LIVE_-_30/ALJAZ_20200413_170000_NEWS_LIVE_-_30.mp4?t=778/848&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
235,http://archive.org/download/CSPAN_20090816_110000_Washington_Journal/CSPAN_20090816_110000_Washington_Journal.mp4?t=9726/9756&ignore=x.mp4,tiny_number,yes,no,both,both,martin anderson,no,no,yes,both,open,in,neither,head_less,no,NA
2538,https://archive.org/download/SFGTV2_20130721_220000/SFGTV2_20130721_220000.mp4?t=25/95&ignore=x.mp4,huge_number,yes,no,one,one,edwin lee,no,no,yes,R,open,up,NA,NA,no,NA
2915,https://archive.org/download/CSPAN_20110719_060000_Today_in_Washington/CSPAN_20110719_060000_Today_in_Washington.mp4?t=9218/9288&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
901,http://archive.org/download/SFGTV_20130312_223000/SFGTV_20130312_223000.mp4?t=1125/1155&ignore=x.mp4,tiny_number,yes,no,one,one,eric mar,no,no,yes,L,open,up,NA,NA,no,could be interpreted as power grip
526,https://archive.org/download/FOXNEWSW_20160312_173000_The_Journal_Editorial_Report/FOXNEWSW_20160312_173000_The_Journal_Editorial_Report.mp4?t=1420/1490&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1419,https://archive.org/download/FBC_20170810_180000_The_Intelligence_Report_With_Trish_Regan/FBC_20170810_180000_The_Intelligence_Report_With_Trish_Regan.mp4?t=601/671&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1274,http://archive.org/download/FOXNEWS_20101125_000000_The_FOX_Report_With_Shepard_Smith/FOXNEWS_20101125_000000_The_FOX_Report_With_Shepard_Smith.mp4?t=416/446&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2649,https://archive.org/download/KQED_20151208_090000_Nightly_Business_Report/KQED_20151208_090000_Nightly_Business_Report.mp4?t=459/529&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2863,https://archive.org/download/ALJAZAM_20141127_140000_News/ALJAZAM_20141127_140000_News.mp4?t=170/240&ignore=x.mp4,huge_number,yes,no,both,both,phil lavelle,no,no,yes,R,open,in,NA,NA,no,NA
1432,http://archive.org/download/KYW_20141003_100000_Eyewitness_News_at_6/KYW_20141003_100000_Eyewitness_News_at_6.mp4?t=160/190&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
527,https://archive.org/download/SFGTV_20101015_073000/SFGTV_20101015_073000.mp4?t=1464/1534&ignore=x.mp4,large_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2134,https://archive.org/download/SFGTV_20140910_233000/SFGTV_20140910_233000.mp4?t=18/88&ignore=x.mp4,large_number,yes,no,both,both,NA,no,no,no,NA,NA,NA,NA,NA,no,NA
1873,https://archive.org/download/KCSM_20130213_030000_Newsline/KCSM_20130213_030000_Newsline.mp4?t=418/488&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2181,https://archive.org/download/ALJAZ_20180107_193200_Nairobis_Urban_Transformation/ALJAZ_20180107_193200_Nairobis_Urban_Transformation.mp4?t=1127/1197&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2836,https://archive.org/download/CSPAN3_20120705_220000/CSPAN3_20120705_220000.mp4?t=610/680&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1385,https://archive.org/download/BBCNEWS_20180805_100000_BBC_News/BBCNEWS_20180805_100000_BBC_News.mp4?t=455/525&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2104,http://archive.org/download/ALJAZAM_20140709_010000_America_Tonight/ALJAZAM_20140709_010000_America_Tonight.mp4?t=1849/1879&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1050,http://archive.org/download/KTVU_20120907_020000_KTVU_News_Special_DNC_Coverage/KTVU_20120907_020000_KTVU_News_Special_DNC_Coverage.mp4?t=892/922&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1564,https://archive.org/download/ALJAZAM_20140216_000000_Real_Money_With_Ali_Velshi/ALJAZAM_20140216_000000_Real_Money_With_Ali_Velshi.mp4?t=402/472&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2065,https://archive.org/download/SFGTV_20100912_060000/SFGTV_20100912_060000.mp4?t=459/529&ignore=x.mp4,small_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,difficult to discern
1617,https://archive.org/download/RT_20110918_220100/RT_20110918_220100.mp4?t=721/791&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2119,https://archive.org/download/DW_20170923_180000_DW_News_-_News/DW_20170923_180000_DW_News_-_News.mp4?t=351/421&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1498,https://archive.org/download/CSPAN3_20181209_050000_Lectures_in_History_Early_20th_Century_Nativism_and_Immigration/CSPAN3_20181209_050000_Lectures_in_History_Early_20th_Century_Nativism_and_Immigration.mp4?t=282/352&ignore=x.mp4,large_number,yes,no,both,both,david courtwright,no,no,yes,both,closed,pinch,neither,torso_less,no,NA
2789,https://archive.org/download/KQED_20131107_030000_Nightly_Business_Report/KQED_20131107_030000_Nightly_Business_Report.mp4?t=562/632&ignore=x.mp4,large_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2240,https://archive.org/download/LINKTV_20160124_223000_Quadriga_-_The_International_Talk_Show/LINKTV_20160124_223000_Quadriga_-_The_International_Talk_Show.mp4?t=714/784&ignore=x.mp4,small_number,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1145,https://archive.org/download/SFGTV_20140807_073000/SFGTV_20140807_073000.mp4?t=548/618&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2678,https://archive.org/download/FBC_20161105_043000_Wall_Street_Week/FBC_20161105_043000_Wall_Street_Week.mp4?t=1424/1494&ignore=x.mp4,large_number,yes,no,both,both,gary kaminsky,no,no,yes,both,open,in,in/out,head_less,no,NA
2766,https://archive.org/download/RT_20131128_070000_Headline_News/RT_20131128_070000_Headline_News.mp4?t=767/837&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2723,https://archive.org/download/CNNW_20170110_060000_CNN_Tonight_With_Don_Lemon/CNNW_20170110_060000_CNN_Tonight_With_Don_Lemon.mp4?t=208/278&ignore=x.mp4,small_number,yes,no,both,both,bernie sanders,no,no,yes,R,open,front,NA,NA,no,NA
669,https://archive.org/download/KGO_20140819_010000_ABC7_News_600PM/KGO_20140819_010000_ABC7_News_600PM.mp4?t=264/334&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
776,https://archive.org/download/SFGTV_20191009_190000_Government_Access_Programming/SFGTV_20191009_190000_Government_Access_Programming.mp4?t=956/1026&ignore=x.mp4,small_number,yes,no,one,one,london breed,no,no,yes,R,closed,bunch,NA,NA,yes,NA
1923,https://archive.org/download/KPIX_20180601_060000_KPIX_5_News_at_11PM/KPIX_20180601_060000_KPIX_5_News_at_11PM.mp4?t=1136/1206&ignore=x.mp4,small_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
349,http://archive.org/download/CNNW_20140924_090000_Early_Start_With_John_Berman_and_Christine_Romans/CNNW_20140924_090000_Early_Start_With_John_Berman_and_Christine_Romans.mp4?t=2083/2113&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
124,https://archive.org/download/CSPAN3_20120626_200000/CSPAN3_20120626_200000.mp4?t=1439/1509&ignore=x.mp4,small_number,yes,no,both,both,tom davis,no,no,yes,both,open,in,in,head_less,no,might not be gesture but it is partly timed with speech. movements in and out but 'out' looks like prep for 'in'
837,http://archive.org/download/CSPAN2_20141119_030000_Key_Capitol_Hill_Hearings/CSPAN2_20141119_030000_Key_Capitol_Hill_Hearings.mp4?t=2591/2621&ignore=x.mp4,huge_number,yes,no,one,one,jeff engler,no,no,no,NA,NA,NA,NA,NA,no,NA
2452,https://archive.org/download/KCSM_20141217_200000_Democracy_Now/KCSM_20141217_200000_Democracy_Now.mp4?t=1532/1602&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2833,http://archive.org/download/KPIX_20120721_000000_CBS_5_Eyewitness_News_at_5PM/KPIX_20120721_000000_CBS_5_Eyewitness_News_at_5PM.mp4?t=419/449&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1276,https://archive.org/download/RT_20130119_180000/RT_20130119_180000.mp4?t=1124/1194&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
156,http://archive.org/download/WTTG_20090928_130000_Fox_Morning_News/WTTG_20090928_130000_Fox_Morning_News.mp4?t=963/993&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
165,https://archive.org/download/CSPAN2_20170920_204700_Conference_on_Counterterrorism_Future_of_Terrorism_Panel/CSPAN2_20170920_204700_Conference_on_Counterterrorism_Future_of_Terrorism_Panel.mp4?t=2447/2517&ignore=x.mp4,small_number,yes,no,both,both,kristin lord,no,no,yes,both,open,in,in,head_less,no,NA
2430,http://archive.org/download/WHUT_20101210_230000_White_House_Chronicles/WHUT_20101210_230000_White_House_Chronicles.mp4?t=994/1024&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
643,http://archive.org/download/CSPAN2_20101116_070000_Today_in_Washington/CSPAN2_20101116_070000_Today_in_Washington.mp4?t=2874/2904&ignore=x.mp4,tiny_number,yes,no,both,both/oneobject,john harwood,no,no,yes,L,closed,lobster_claw,NA,NA,no,NA
341,https://archive.org/download/LINKTV_20160905_123000_France_24/LINKTV_20160905_123000_France_24.mp4?t=485/555&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
92,https://archive.org/download/KQED_20140911_010000_PBS_NewsHour/KQED_20140911_010000_PBS_NewsHour.mp4?t=2964/3034&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
363,https://archive.org/download/SFGTV_20101118_093000/SFGTV_20101118_093000.mp4?t=551/621&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2919,https://archive.org/download/WBAL_20101115_233000_NBC_Nightly_News/WBAL_20101115_233000_NBC_Nightly_News.mp4?t=114/184&ignore=x.mp4,small_number,yes,no,one,one,tom costello,no,no,yes,R,open,down,NA,NA,no,NA
2204,http://archive.org/download/CSPAN3_20141003_210000_Politics__Public_Policy_Today/CSPAN3_20141003_210000_Politics__Public_Policy_Today.mp4?t=5204/5234&ignore=x.mp4,tiny_number,yes,no,both,one,mehdi hasan,no,no,yes,L,open,up,NA,NA,no,NA
1135,https://archive.org/download/ALJAZAM_20141027_213000_Fault_Lines/ALJAZAM_20141027_213000_Fault_Lines.mp4?t=529/599&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1351,https://archive.org/download/BLOOMBERG_20190622_110000_Bloomberg_Best/BLOOMBERG_20190622_110000_Bloomberg_Best.mp4?t=2914/2984&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1946,https://archive.org/download/CNN_20110814_160000_State_of_the_Union/CNN_20110814_160000_State_of_the_Union.mp4?t=1522/1592&ignore=x.mp4,small_number,yes,no,both,both,candy crowley,no,no,yes,both,closed,bunch,in,head_less,yes,difficult to discern from angle
1062,https://archive.org/download/SFGTV_20120524_040000/SFGTV_20120524_040000.mp4?t=328/398&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
862,https://archive.org/download/CNNW_20170220_130000_New_Day/CNNW_20170220_130000_New_Day.mp4?t=63/133&ignore=x.mp4,large_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
477,https://archive.org/download/BBCNEWS_20190307_100000_Victoria_Derbyshire/BBCNEWS_20190307_100000_Victoria_Derbyshire.mp4?t=2727/2797&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1321,https://archive.org/download/WFTS_20160814_220000_Action_News_at_6PM/WFTS_20160814_220000_Action_News_at_6PM.mp4?t=876/946&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2977,https://archive.org/download/CSPAN2_20140520_180000_Key_Capitol_Hill_Hearings/CSPAN2_20140520_180000_Key_Capitol_Hill_Hearings.mp4?t=473/543&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1937,https://archive.org/download/BBCNEWS_20170601_123000_BBC_News/BBCNEWS_20170601_123000_BBC_News.mp4?t=309/379&ignore=x.mp4,huge_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1711,https://archive.org/download/ALJAZ_20190529_170000_NEWS_LIVE_-_30/ALJAZ_20190529_170000_NEWS_LIVE_-_30.mp4?t=1217/1287&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1463,https://archive.org/download/BBCNEWS_20200305_090000_BBC_News_at_9/BBCNEWS_20200305_090000_BBC_News_at_9.mp4?t=1410/1480&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
754,https://archive.org/download/KPIX_20110414_000000_CBS_5_Eyewitness_News_at_5PM/KPIX_20110414_000000_CBS_5_Eyewitness_News_at_5PM.mp4?t=444/514&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
406,https://archive.org/download/DW_20180714_090000_DW_News_-_News/DW_20180714_090000_DW_News_-_News.mp4?t=692/762&ignore=x.mp4,huge_number,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
854,https://archive.org/download/CSPAN_20190314_051000_President_Trump_Receives_Briefing_on_Drug_Trafficking_Along_Southern_Border/CSPAN_20190314_051000_President_Trump_Receives_Briefing_on_Drug_Trafficking_Along_Southern_Border.mp4?t=355/425&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2708,https://archive.org/download/DW_20181018_130000_DW_News_-_News/DW_20181018_130000_DW_News_-_News.mp4?t=428/498&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
